RID,Signaltype
router-84875df7fc-b5nxc-6-11373026-0,51.0
router-84875df7fc-scxcj-3-26974170-0,4.0
router-84875df7fc-cmkz9-7-51937075-0,23.0
router-84875df7fc-8n4sw-3-7629003-0,56.0
router-84875df7fc-52vz8-7-9464838-0,7.0
router-84875df7fc-cmkz9-6-16696115-0,10.0
router-84875df7fc-scxcj-7-65698531-0,7.0
router-84875df7fc-scxcj-3-29207004-0,15.0
router-84875df7fc-scxcj-5-7981886-0,33.0
router-84875df7fc-8n4sw-5-8341847-0,23.0
router-84875df7fc-cmkz9-7-48069064-0,26.0
router-84875df7fc-scxcj-7-55870264-0,30.0
router-84875df7fc-scxcj-7-70307752-0,32.0
router-84875df7fc-b5nxc-2-9410014-0,30.0
router-84875df7fc-8n4sw-7-72571710-0,17.0
router-84875df7fc-scxcj-6-11434355-0,20.0
router-84875df7fc-b5nxc-4-67266620-0,10.0
router-84875df7fc-b5nxc-4-72165772-0,59.0
router-84875df7fc-52vz8-1-6633240-0,24.0
router-84875df7fc-8n4sw-6-29089500-0,11.0
router-84875df7fc-cmkz9-7-68098628-0,19.0
router-84875df7fc-8n4sw-1-8709661-0,10.0
router-84875df7fc-scxcj-7-65393015-0,27.0
router-84875df7fc-scxcj-1-6903297-0,20.0
router-84875df7fc-8n4sw-1-6481873-0,21.0
router-84875df7fc-52vz8-6-52478957-0,11.0
router-84875df7fc-scxcj-6-16932965-0,30.0
router-84875df7fc-b5nxc-3-10422465-0,9.0
router-84875df7fc-52vz8-4-24466713-0,23.0
router-84875df7fc-52vz8-6-61302740-0,13.0
router-84875df7fc-b5nxc-6-11411042-0,5.0
router-84875df7fc-cmkz9-5-9179564-0,28.0
router-84875df7fc-8n4sw-6-20765817-0,38.0
router-84875df7fc-scxcj-3-29409074-0,33.0
router-84875df7fc-8n4sw-6-27735947-0,7.0
router-84875df7fc-b5nxc-4-71736563-0,1.0
router-84875df7fc-b5nxc-2-7257532-0,3.0
router-84875df7fc-b5nxc-4-69341632-0,16.0
router-84875df7fc-scxcj-3-29195979-0,0.0
router-84875df7fc-cmkz9-2-10623047-0,25.0
router-84875df7fc-scxcj-3-21678593-0,9.0
router-84875df7fc-52vz8-5-8315605-0,0.0
router-84875df7fc-scxcj-1-6736032-0,1.0
router-84875df7fc-52vz8-6-47380079-0,21.0
router-84875df7fc-cmkz9-7-70423915-0,29.0
router-84875df7fc-52vz8-6-45697025-0,6.0
router-84875df7fc-52vz8-4-24846871-0,18.0
router-84875df7fc-52vz8-4-29825363-0,19.0
router-84875df7fc-8n4sw-7-72080111-0,12.0
router-84875df7fc-b5nxc-7-22864714-0,13.0
router-84875df7fc-scxcj-3-27304803-0,9.0
router-84875df7fc-scxcj-7-65967608-0,53.0
router-84875df7fc-cmkz9-6-13333834-0,15.0
router-84875df7fc-52vz8-6-49094562-0,28.0
router-84875df7fc-b5nxc-3-7474919-0,46.0
router-84875df7fc-8n4sw-7-61755741-0,7.0
router-84875df7fc-52vz8-4-21025064-0,4.0
router-84875df7fc-cmkz9-5-8951319-0,38.0
router-84875df7fc-52vz8-7-11258419-0,20.0
router-84875df7fc-b5nxc-7-30658216-0,38.0
router-84875df7fc-8n4sw-6-24500678-0,0.0
router-84875df7fc-b5nxc-1-6808061-0,32.0
router-84875df7fc-8n4sw-2-9334903-0,6.0
router-84875df7fc-scxcj-4-9710655-0,8.0
router-84875df7fc-cmkz9-7-56552345-0,43.0
router-84875df7fc-8n4sw-7-71454646-0,12.0
router-84875df7fc-52vz8-6-66807708-0,6.0
router-84875df7fc-b5nxc-4-71878165-0,14.0
router-84875df7fc-8n4sw-1-6748540-0,23.0
router-84875df7fc-8n4sw-3-6443294-0,35.0
router-84875df7fc-b5nxc-6-16098994-0,25.0
router-84875df7fc-8n4sw-6-28577725-0,17.0
router-84875df7fc-cmkz9-4-32687526-0,38.0
router-84875df7fc-52vz8-6-61006544-0,27.0
router-84875df7fc-52vz8-6-55458648-0,2.0
router-84875df7fc-cmkz9-7-54621937-0,13.0
router-84875df7fc-cmkz9-4-25735302-0,14.0
router-84875df7fc-b5nxc-0-6548787-0,22.0
router-84875df7fc-scxcj-7-69711375-0,24.0
router-84875df7fc-cmkz9-7-61759572-0,18.0
router-84875df7fc-52vz8-6-48203252-0,22.0
router-84875df7fc-8n4sw-7-69024515-0,5.0
router-84875df7fc-scxcj-7-49296197-0,3.0
router-84875df7fc-b5nxc-4-65997099-0,20.0
router-84875df7fc-cmkz9-3-7377663-0,21.0
router-84875df7fc-8n4sw-4-10041634-0,13.0
router-84875df7fc-8n4sw-7-60682563-0,3.0
router-84875df7fc-52vz8-0-8853579-0,27.0
router-84875df7fc-scxcj-7-52414331-0,27.0
router-84875df7fc-scxcj-7-72242349-0,24.0
router-84875df7fc-scxcj-6-15827655-0,17.0
router-84875df7fc-8n4sw-2-7153684-0,14.0
router-84875df7fc-52vz8-6-47229161-0,0.0
router-84875df7fc-8n4sw-7-58147093-0,4.0
router-84875df7fc-52vz8-6-61946681-0,22.0
router-84875df7fc-scxcj-7-52208073-0,46.0
router-84875df7fc-scxcj-7-54207537-0,2.0
router-84875df7fc-b5nxc-1-8807280-0,0.0
router-84875df7fc-52vz8-6-46132463-0,13.0
router-84875df7fc-b5nxc-4-48612633-0,34.0
router-84875df7fc-52vz8-3-12669021-0,25.0
router-84875df7fc-52vz8-6-69080613-0,27.0
router-84875df7fc-b5nxc-4-57870254-0,8.0
router-84875df7fc-scxcj-6-12274306-0,21.0
router-84875df7fc-scxcj-3-21979446-0,26.0
router-84875df7fc-52vz8-2-6797503-0,20.0
router-84875df7fc-cmkz9-1-7623101-0,39.0
router-84875df7fc-scxcj-7-54303711-0,10.0
router-84875df7fc-b5nxc-7-29569649-0,11.0
router-84875df7fc-cmkz9-7-66130654-0,38.0
router-84875df7fc-cmkz9-7-52554440-0,22.0
router-84875df7fc-b5nxc-4-50087342-0,1.0
router-84875df7fc-52vz8-7-9191016-0,20.0
router-84875df7fc-scxcj-1-6658871-0,4.0
router-84875df7fc-b5nxc-7-29103625-0,10.0
router-84875df7fc-8n4sw-6-20880990-0,21.0
router-84875df7fc-b5nxc-3-7828019-0,19.0
router-84875df7fc-52vz8-6-51973399-0,36.0
router-84875df7fc-cmkz9-7-55249901-0,6.0
router-84875df7fc-cmkz9-7-68637840-0,36.0
router-84875df7fc-b5nxc-1-6940985-0,15.0
router-84875df7fc-scxcj-2-7816984-1,23.0
router-84875df7fc-52vz8-4-28831686-0,47.0
router-84875df7fc-scxcj-5-9565145-0,33.0
router-84875df7fc-52vz8-4-28328557-0,42.0
router-84875df7fc-52vz8-7-9539720-0,23.0
router-84875df7fc-scxcj-7-49164789-0,2.0
router-84875df7fc-8n4sw-7-60411213-0,31.0
router-84875df7fc-b5nxc-3-10005812-0,0.0
router-84875df7fc-52vz8-0-8522667-0,10.0
router-84875df7fc-8n4sw-7-73861581-0,16.0
router-84875df7fc-52vz8-0-6753773-0,4.0
router-84875df7fc-8n4sw-4-14393778-0,21.0
router-84875df7fc-8n4sw-7-58289836-0,0.0
router-84875df7fc-cmkz9-3-7587344-0,22.0
router-84875df7fc-b5nxc-1-8612948-0,27.0
router-84875df7fc-cmkz9-7-50967685-0,11.0
router-84875df7fc-b5nxc-7-30669818-0,12.0
router-84875df7fc-scxcj-3-31126592-0,24.0
router-84875df7fc-b5nxc-7-30788138-0,6.0
router-84875df7fc-scxcj-6-17125233-0,7.0
router-84875df7fc-cmkz9-7-55015483-0,22.0
router-84875df7fc-scxcj-0-9283955-0,18.0
router-84875df7fc-8n4sw-7-61378355-0,13.0
router-84875df7fc-scxcj-5-8309927-0,27.0
router-84875df7fc-8n4sw-2-9302793-0,5.0
router-84875df7fc-8n4sw-6-29668203-0,19.0
router-84875df7fc-cmkz9-7-62255225-0,0.0
router-84875df7fc-scxcj-7-72410343-0,6.0
router-84875df7fc-b5nxc-1-6548616-0,8.0
router-84875df7fc-8n4sw-0-6260108-0,2.0
router-84875df7fc-b5nxc-4-49061776-0,49.0
router-84875df7fc-b5nxc-7-20910141-0,7.0
router-84875df7fc-scxcj-6-16133075-0,9.0
router-84875df7fc-scxcj-2-7908849-0,1.0
router-84875df7fc-cmkz9-5-12059162-0,26.0
router-84875df7fc-b5nxc-3-7257001-0,41.0
router-84875df7fc-8n4sw-2-8981043-0,26.0
router-84875df7fc-8n4sw-6-28344667-0,16.0
router-84875df7fc-8n4sw-7-54931898-0,28.0
router-84875df7fc-cmkz9-4-30918863-0,65.0
router-84875df7fc-b5nxc-0-4936741-0,24.0
router-84875df7fc-8n4sw-4-11790741-0,8.0
router-84875df7fc-cmkz9-4-25522350-0,9.0
router-84875df7fc-52vz8-6-63191027-0,37.0
router-84875df7fc-b5nxc-6-12653179-0,25.0
router-84875df7fc-8n4sw-4-13689275-0,18.0
router-84875df7fc-b5nxc-4-72952298-0,26.0
router-84875df7fc-b5nxc-6-12558930-0,11.0
router-84875df7fc-8n4sw-7-74719243-0,26.0
router-84875df7fc-52vz8-7-9245571-0,7.0
router-84875df7fc-b5nxc-4-67975701-0,3.0
router-84875df7fc-scxcj-7-66720416-0,32.0
router-84875df7fc-scxcj-7-65085140-0,5.0
router-84875df7fc-52vz8-6-48026769-0,20.0
router-84875df7fc-8n4sw-7-56186578-0,20.0
router-84875df7fc-scxcj-7-55248638-0,5.0
router-84875df7fc-8n4sw-7-78426497-0,38.0
router-84875df7fc-b5nxc-7-28170974-0,54.0
router-84875df7fc-b5nxc-4-59144097-0,4.0
router-84875df7fc-cmkz9-3-9151265-0,7.0
router-84875df7fc-b5nxc-4-66525484-0,22.0
router-84875df7fc-8n4sw-6-23393931-0,20.0
router-84875df7fc-cmkz9-7-55310299-0,11.0
router-84875df7fc-52vz8-6-53855225-0,8.0
router-84875df7fc-8n4sw-6-23150074-0,10.0
router-84875df7fc-scxcj-1-7096494-0,35.0
router-84875df7fc-52vz8-6-63455018-0,40.0
router-84875df7fc-b5nxc-1-7252887-0,58.0
router-84875df7fc-b5nxc-5-9469943-0,33.0
router-84875df7fc-scxcj-3-21615972-0,0.0
router-84875df7fc-scxcj-2-10347156-0,17.0
router-84875df7fc-52vz8-0-7918903-0,18.0
router-84875df7fc-52vz8-3-15871599-0,3.0
router-84875df7fc-cmkz9-7-52852457-0,19.0
router-84875df7fc-52vz8-0-6141259-0,30.0
router-84875df7fc-cmkz9-2-7507732-0,17.0
router-84875df7fc-b5nxc-7-22830205-0,56.0
router-84875df7fc-8n4sw-7-72662449-0,13.0
router-84875df7fc-52vz8-3-13313312-0,18.0
router-84875df7fc-scxcj-6-12856419-0,5.0
router-84875df7fc-b5nxc-6-16681061-0,19.0
router-84875df7fc-8n4sw-4-10101734-0,39.0
router-84875df7fc-scxcj-7-67271445-0,7.0
router-84875df7fc-cmkz9-6-15777451-0,2.0
router-84875df7fc-52vz8-7-11339203-0,17.0
router-84875df7fc-scxcj-1-6650028-0,12.0
router-84875df7fc-scxcj-3-30308974-0,3.0
router-84875df7fc-52vz8-6-61211942-0,67.0
router-84875df7fc-cmkz9-7-67655161-0,24.0
router-84875df7fc-8n4sw-2-9649876-0,25.0
router-84875df7fc-cmkz9-6-16602339-0,15.0
router-84875df7fc-b5nxc-4-74170278-0,17.0
router-84875df7fc-scxcj-7-69721090-0,0.0
router-84875df7fc-52vz8-6-63999190-0,10.0
router-84875df7fc-52vz8-1-7882164-0,11.0
router-84875df7fc-8n4sw-7-73285021-0,8.0
router-84875df7fc-52vz8-3-17255028-0,6.0
router-84875df7fc-52vz8-4-28437707-0,8.0
router-84875df7fc-8n4sw-5-10354471-0,32.0
router-84875df7fc-cmkz9-7-61810246-0,4.0
router-84875df7fc-b5nxc-6-11672238-0,14.0
router-84875df7fc-8n4sw-7-60681862-0,37.0
router-84875df7fc-52vz8-6-54229691-0,7.0
router-84875df7fc-b5nxc-4-55486017-0,29.0
router-84875df7fc-52vz8-6-62362001-0,29.0
router-84875df7fc-8n4sw-5-10337859-0,18.0
router-84875df7fc-52vz8-6-55471511-0,9.0
router-84875df7fc-cmkz9-7-71014369-0,7.0
router-84875df7fc-b5nxc-6-14920948-0,26.0
router-84875df7fc-8n4sw-7-62367865-0,0.0
router-84875df7fc-52vz8-6-63121667-0,9.0
router-84875df7fc-b5nxc-7-24949263-0,32.0
router-84875df7fc-52vz8-7-12670975-0,22.0
router-84875df7fc-cmkz9-6-16349941-0,7.0
router-84875df7fc-scxcj-1-7205374-0,2.0
router-84875df7fc-52vz8-4-30839806-0,39.0
router-84875df7fc-8n4sw-6-28391260-0,11.0
router-84875df7fc-scxcj-7-49852205-0,4.0
router-84875df7fc-scxcj-7-49133385-0,21.0
router-84875df7fc-8n4sw-2-8621197-0,2.0
router-84875df7fc-scxcj-3-23479873-0,3.0
router-84875df7fc-b5nxc-5-12056770-0,15.0
router-84875df7fc-b5nxc-6-15838807-0,44.0
router-84875df7fc-8n4sw-4-13536286-0,16.0
router-84875df7fc-cmkz9-5-10594307-0,0.0
router-84875df7fc-cmkz9-7-50520905-0,6.0
router-84875df7fc-cmkz9-4-30937980-0,22.0
router-84875df7fc-scxcj-7-55488874-0,10.0
router-84875df7fc-cmkz9-1-7138275-0,11.0
router-84875df7fc-cmkz9-1-6891349-0,23.0
router-84875df7fc-b5nxc-4-73066209-0,22.0
router-84875df7fc-52vz8-6-52876684-0,34.0
router-84875df7fc-8n4sw-2-9433310-0,50.0
router-84875df7fc-8n4sw-5-7707044-0,5.0
router-84875df7fc-52vz8-6-51594385-0,5.0
router-84875df7fc-b5nxc-4-73315693-0,17.0
router-84875df7fc-52vz8-6-55158576-0,16.0
router-84875df7fc-52vz8-5-9852757-0,16.0
router-84875df7fc-scxcj-3-22199840-0,33.0
router-84875df7fc-scxcj-2-8141431-0,21.0
router-84875df7fc-scxcj-7-51897463-0,37.0
router-84875df7fc-b5nxc-2-7886366-0,31.0
router-84875df7fc-8n4sw-7-75822104-0,16.0
router-84875df7fc-scxcj-3-27459804-0,14.0
router-84875df7fc-b5nxc-2-6469991-0,18.0
router-84875df7fc-8n4sw-6-21418487-0,16.0
router-84875df7fc-8n4sw-4-14203133-0,44.0
router-84875df7fc-52vz8-6-55671841-0,23.0
router-84875df7fc-8n4sw-7-59094044-0,34.0
router-84875df7fc-b5nxc-7-29865440-0,18.0
router-84875df7fc-scxcj-7-48393656-0,20.0
router-84875df7fc-b5nxc-4-73167597-0,10.0
router-84875df7fc-scxcj-7-71018543-0,25.0
router-84875df7fc-cmkz9-7-66827504-0,30.0
router-84875df7fc-b5nxc-4-48745398-0,17.0
router-84875df7fc-scxcj-7-66032069-0,20.0
router-84875df7fc-cmkz9-0-8032067-0,26.0
router-84875df7fc-8n4sw-7-54428481-0,4.0
router-84875df7fc-52vz8-6-46384539-0,55.0
router-84875df7fc-cmkz9-7-52984196-0,12.0
router-84875df7fc-8n4sw-7-76252782-0,25.0
router-84875df7fc-cmkz9-7-48961143-0,18.0
router-84875df7fc-cmkz9-4-30150427-0,13.0
router-84875df7fc-8n4sw-7-69304978-0,26.0
router-84875df7fc-cmkz9-6-12875293-0,9.0
router-84875df7fc-scxcj-5-9563161-0,28.0
router-84875df7fc-b5nxc-7-22052517-0,27.0
router-84875df7fc-8n4sw-1-9139470-0,8.0
router-84875df7fc-cmkz9-4-22005360-0,0.0
router-84875df7fc-scxcj-7-67318542-0,17.0
router-84875df7fc-scxcj-3-27486099-0,12.0
router-84875df7fc-8n4sw-7-53838172-0,8.0
router-84875df7fc-scxcj-7-69905171-0,30.0
router-84875df7fc-8n4sw-1-6262598-0,30.0
router-84875df7fc-cmkz9-7-67379170-0,0.0
router-84875df7fc-scxcj-6-11981966-0,41.0
router-84875df7fc-scxcj-6-16899340-0,0.0
router-84875df7fc-b5nxc-4-53426277-0,20.0
router-84875df7fc-cmkz9-7-61836073-0,20.0
router-84875df7fc-8n4sw-6-28080556-0,20.0
router-84875df7fc-scxcj-1-6812914-0,13.0
router-84875df7fc-cmkz9-4-25597489-0,15.0
router-84875df7fc-52vz8-6-52299788-0,22.0
router-84875df7fc-8n4sw-6-21201738-0,27.0
router-84875df7fc-8n4sw-7-56713024-0,7.0
router-84875df7fc-b5nxc-6-13399537-0,53.0
router-84875df7fc-cmkz9-6-11440916-0,5.0
router-84875df7fc-b5nxc-4-70851135-0,24.0
router-84875df7fc-scxcj-7-64696576-0,9.0
router-84875df7fc-cmkz9-3-8979989-0,1.0
router-84875df7fc-cmkz9-7-55431198-0,14.0
router-84875df7fc-cmkz9-7-66939347-0,11.0
router-84875df7fc-scxcj-7-72824132-0,17.0
router-84875df7fc-cmkz9-1-9411579-0,27.0
router-84875df7fc-8n4sw-1-9038767-0,25.0
router-84875df7fc-cmkz9-4-32469250-0,13.0
router-84875df7fc-cmkz9-1-7186430-0,25.0
router-84875df7fc-52vz8-5-7838224-0,0.0
router-84875df7fc-8n4sw-7-52431735-0,0.0
router-84875df7fc-cmkz9-1-9221863-0,27.0
router-84875df7fc-8n4sw-4-14331965-0,12.0
router-84875df7fc-cmkz9-4-30950840-0,13.0
router-84875df7fc-scxcj-4-7212921-0,46.0
router-84875df7fc-52vz8-4-23122436-0,28.0
router-84875df7fc-cmkz9-1-7017045-0,53.0
router-84875df7fc-52vz8-0-8142518-0,14.0
router-84875df7fc-scxcj-4-9130918-0,20.0
router-84875df7fc-52vz8-6-65870654-0,37.0
router-84875df7fc-scxcj-2-8208329-0,29.0
router-84875df7fc-52vz8-1-8801106-0,34.0
router-84875df7fc-cmkz9-4-31062288-0,25.0
router-84875df7fc-8n4sw-5-9656400-0,10.0
router-84875df7fc-8n4sw-7-59600461-0,1.0
router-84875df7fc-b5nxc-7-27616493-0,16.0
router-84875df7fc-8n4sw-7-58171882-0,15.0
router-84875df7fc-52vz8-5-10340949-0,2.0
router-84875df7fc-8n4sw-2-6565653-0,12.0
router-84875df7fc-52vz8-5-10047832-0,15.0
router-84875df7fc-8n4sw-1-6782692-0,21.0
router-84875df7fc-scxcj-4-9768057-0,38.0
router-84875df7fc-8n4sw-7-62491526-0,19.0
router-84875df7fc-cmkz9-7-68091775-0,21.0
router-84875df7fc-8n4sw-0-5500789-0,12.0
router-84875df7fc-8n4sw-3-9463271-0,22.0
router-84875df7fc-scxcj-4-7430725-0,14.0
router-84875df7fc-b5nxc-0-5312718-0,25.0
router-84875df7fc-scxcj-7-58301774-0,19.0
router-84875df7fc-cmkz9-5-8893318-0,4.0
router-84875df7fc-b5nxc-4-66481760-0,13.0
router-84875df7fc-cmkz9-4-22157976-0,21.0
router-84875df7fc-cmkz9-7-62269984-0,12.0
router-84875df7fc-cmkz9-4-22618827-0,0.0
router-84875df7fc-scxcj-7-65588386-0,10.0
router-84875df7fc-cmkz9-7-54627183-0,23.0
router-84875df7fc-cmkz9-3-7819792-0,26.0
router-84875df7fc-8n4sw-7-60721734-0,11.0
router-84875df7fc-52vz8-6-55331231-0,9.0
router-84875df7fc-scxcj-7-48959033-0,20.0
router-84875df7fc-cmkz9-6-13208206-0,35.0
router-84875df7fc-cmkz9-1-9635692-0,18.0
router-84875df7fc-cmkz9-6-11512398-0,7.0
router-84875df7fc-scxcj-2-9411905-0,12.0
router-84875df7fc-52vz8-3-14128935-0,15.0
router-84875df7fc-scxcj-3-23749246-0,21.0
router-84875df7fc-b5nxc-6-12809846-0,67.0
router-84875df7fc-scxcj-3-23716786-0,52.0
router-84875df7fc-cmkz9-7-52792102-0,0.0
router-84875df7fc-scxcj-1-5808646-0,22.0
router-84875df7fc-52vz8-3-13520722-0,38.0
router-84875df7fc-52vz8-4-21299997-0,61.0
router-84875df7fc-8n4sw-6-31581932-0,35.0
router-84875df7fc-b5nxc-7-24512954-0,0.0
router-84875df7fc-b5nxc-0-4868433-0,7.0
router-84875df7fc-b5nxc-4-71897752-0,24.0
router-84875df7fc-b5nxc-4-48811115-0,18.0
router-84875df7fc-scxcj-4-10037979-0,0.0
router-84875df7fc-scxcj-3-30330399-0,26.0
router-84875df7fc-scxcj-5-9378011-0,43.0
router-84875df7fc-b5nxc-6-11595733-0,3.0
router-84875df7fc-8n4sw-6-21942982-0,16.0
router-84875df7fc-b5nxc-3-10542991-0,51.0
router-84875df7fc-52vz8-7-9132779-0,0.0
router-84875df7fc-52vz8-6-65640998-0,19.0
router-84875df7fc-cmkz9-7-65920248-0,26.0
router-84875df7fc-52vz8-6-62942917-0,8.0
router-84875df7fc-b5nxc-7-23462562-0,20.0
router-84875df7fc-b5nxc-4-69446759-0,16.0
router-84875df7fc-8n4sw-5-9499503-0,28.0
router-84875df7fc-scxcj-7-54430981-0,22.0
router-84875df7fc-scxcj-6-12711854-0,5.0
router-84875df7fc-8n4sw-4-14865707-0,5.0
router-84875df7fc-52vz8-4-28525631-0,0.0
router-84875df7fc-cmkz9-3-7095066-0,16.0
router-84875df7fc-8n4sw-7-71148505-0,47.0
router-84875df7fc-8n4sw-4-10046893-0,15.0
router-84875df7fc-52vz8-6-54271735-0,52.0
router-84875df7fc-cmkz9-7-66015879-0,8.0
router-84875df7fc-8n4sw-7-58487323-0,37.0
router-84875df7fc-8n4sw-3-7274034-0,17.0
router-84875df7fc-b5nxc-7-27944767-0,15.0
router-84875df7fc-scxcj-7-50822410-0,29.0
router-84875df7fc-8n4sw-7-53008100-0,7.0
router-84875df7fc-52vz8-6-53504800-0,20.0
router-84875df7fc-scxcj-6-17130267-0,10.0
router-84875df7fc-scxcj-7-48912846-0,22.0
router-84875df7fc-scxcj-7-55184696-0,21.0
router-84875df7fc-cmkz9-7-62387928-0,0.0
router-84875df7fc-52vz8-2-6801563-0,8.0
router-84875df7fc-scxcj-0-7808223-0,15.0
router-84875df7fc-b5nxc-1-7292670-0,5.0
router-84875df7fc-52vz8-2-9189608-0,14.0
router-84875df7fc-b5nxc-4-51191546-0,24.0
router-84875df7fc-52vz8-6-48163992-0,0.0
router-84875df7fc-cmkz9-7-61910534-0,0.0
router-84875df7fc-cmkz9-7-67692790-0,20.0
router-84875df7fc-8n4sw-3-6642509-0,12.0
router-84875df7fc-8n4sw-7-75224600-0,8.0
router-84875df7fc-scxcj-7-66185995-0,26.0
router-84875df7fc-cmkz9-2-7874641-0,18.0
router-84875df7fc-8n4sw-1-6946910-0,10.0
router-84875df7fc-scxcj-7-64621502-0,8.0
router-84875df7fc-cmkz9-7-52582355-0,28.0
router-84875df7fc-scxcj-7-54175702-1,0.0
router-84875df7fc-cmkz9-6-13343215-0,0.0
router-84875df7fc-52vz8-4-24547825-0,7.0
router-84875df7fc-cmkz9-2-10059657-0,0.0
router-84875df7fc-52vz8-6-65053263-0,48.0
router-84875df7fc-b5nxc-3-9417869-0,33.0
router-84875df7fc-52vz8-6-69331738-0,18.0
router-84875df7fc-cmkz9-7-47101571-0,21.0
router-84875df7fc-52vz8-6-64404322-0,27.0
router-84875df7fc-cmkz9-1-9467006-0,12.0
router-84875df7fc-b5nxc-4-67008073-0,5.0
router-84875df7fc-8n4sw-7-60664778-0,0.0
router-84875df7fc-52vz8-6-46492546-0,5.0
router-84875df7fc-cmkz9-7-69499619-0,7.0
router-84875df7fc-cmkz9-5-9429852-0,19.0
router-84875df7fc-52vz8-6-62893452-0,6.0
router-84875df7fc-52vz8-2-9611756-0,20.0
router-84875df7fc-8n4sw-0-6110546-0,2.0
router-84875df7fc-8n4sw-6-22079475-0,8.0
router-84875df7fc-8n4sw-3-6704686-0,27.0
router-84875df7fc-b5nxc-0-6046808-0,27.0
router-84875df7fc-52vz8-6-63752033-0,15.0
router-84875df7fc-8n4sw-7-54254686-0,13.0
router-84875df7fc-scxcj-7-69460746-0,19.0
router-84875df7fc-cmkz9-1-7811123-0,30.0
router-84875df7fc-8n4sw-7-59943376-0,20.0
router-84875df7fc-b5nxc-3-7166917-0,18.0
router-84875df7fc-b5nxc-0-5037695-0,6.0
router-84875df7fc-cmkz9-6-12970934-0,17.0
router-84875df7fc-cmkz9-7-51932169-0,6.0
router-84875df7fc-scxcj-2-7841897-0,7.0
router-84875df7fc-8n4sw-3-8533002-0,7.0
router-84875df7fc-52vz8-4-30299227-0,21.0
router-84875df7fc-52vz8-4-29902142-0,13.0
router-84875df7fc-scxcj-6-16677918-0,49.0
router-84875df7fc-8n4sw-7-75028367-0,13.0
router-84875df7fc-b5nxc-7-21874466-0,0.0
router-84875df7fc-52vz8-5-10604818-0,18.0
router-84875df7fc-52vz8-3-17730937-0,49.0
router-84875df7fc-8n4sw-1-6237769-0,22.0
router-84875df7fc-scxcj-7-72595268-0,16.0
router-84875df7fc-52vz8-6-60480477-0,0.0
router-84875df7fc-8n4sw-3-9670140-0,21.0
router-84875df7fc-52vz8-5-7280595-0,21.0
router-84875df7fc-52vz8-6-62920651-0,23.0
router-84875df7fc-8n4sw-7-54892681-0,41.0
router-84875df7fc-b5nxc-2-7685055-0,47.0
router-84875df7fc-cmkz9-0-8001109-0,0.0
router-84875df7fc-cmkz9-3-7404278-0,1.0
router-84875df7fc-scxcj-0-6627829-0,58.0
router-84875df7fc-b5nxc-1-7363496-0,0.0
router-84875df7fc-b5nxc-4-67181041-0,32.0
router-84875df7fc-cmkz9-4-24631671-0,4.0
router-84875df7fc-b5nxc-7-30738599-0,15.0
router-84875df7fc-8n4sw-7-74859895-0,15.0
router-84875df7fc-cmkz9-7-48571642-0,22.0
router-84875df7fc-cmkz9-7-69924122-0,11.0
router-84875df7fc-8n4sw-6-29801553-0,13.0
router-84875df7fc-cmkz9-7-61804376-0,17.0
router-84875df7fc-cmkz9-7-50380161-0,18.0
router-84875df7fc-cmkz9-7-56593758-0,32.0
router-84875df7fc-b5nxc-5-10656777-0,19.0
router-84875df7fc-52vz8-6-61464648-0,4.0
router-84875df7fc-52vz8-6-48898034-0,34.0
router-84875df7fc-8n4sw-7-58284758-0,30.0
router-84875df7fc-scxcj-0-9635489-0,19.0
router-84875df7fc-scxcj-7-56203347-0,44.0
router-84875df7fc-52vz8-6-66921955-0,35.0
router-84875df7fc-52vz8-0-5773962-0,25.0
router-84875df7fc-8n4sw-0-4633069-0,8.0
router-84875df7fc-cmkz9-7-49558412-0,41.0
router-84875df7fc-scxcj-7-74505893-0,24.0
router-84875df7fc-52vz8-3-14375019-0,19.0
router-84875df7fc-scxcj-7-74179739-0,4.0
router-84875df7fc-8n4sw-4-10542607-0,4.0
router-84875df7fc-52vz8-6-67652772-0,10.0
router-84875df7fc-cmkz9-4-30768361-0,51.0
router-84875df7fc-cmkz9-4-25250453-0,0.0
router-84875df7fc-scxcj-7-55269202-0,22.0
router-84875df7fc-b5nxc-4-50883019-0,37.0
router-84875df7fc-scxcj-0-6730590-0,11.0
router-84875df7fc-8n4sw-6-21450492-0,11.0
router-84875df7fc-b5nxc-4-75112444-0,21.0
router-84875df7fc-52vz8-1-7423842-0,5.0
router-84875df7fc-52vz8-7-9240459-0,14.0
router-84875df7fc-8n4sw-7-75445169-0,16.0
router-84875df7fc-b5nxc-1-9086036-0,60.0
router-84875df7fc-cmkz9-5-11500612-0,12.0
router-84875df7fc-52vz8-3-17136619-0,40.0
router-84875df7fc-8n4sw-7-70361337-0,10.0
router-84875df7fc-b5nxc-4-58319056-0,24.0
router-84875df7fc-b5nxc-1-9234534-0,13.0
router-84875df7fc-scxcj-7-64837231-0,12.0
router-84875df7fc-52vz8-6-66465383-0,40.0
router-84875df7fc-52vz8-4-23955061-0,31.0
router-84875df7fc-b5nxc-7-24836553-0,0.0
router-84875df7fc-scxcj-3-20204522-0,21.0
router-84875df7fc-8n4sw-7-63371227-0,17.0
router-84875df7fc-52vz8-1-8879941-0,19.0
router-84875df7fc-cmkz9-4-23295127-0,13.0
router-84875df7fc-cmkz9-7-52737538-0,35.0
router-84875df7fc-cmkz9-4-29612873-0,25.0
router-84875df7fc-52vz8-0-8765232-0,39.0
